Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name_x,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_100k,Continent_code,Continent_name_y
Djibouti,11.8251,42.5903,5/15/20,1309,4,935,2020-05-15,AF,Africa,Djibouti,2020-05-15,1.284,16,0.003,0,1299.593,16.194000000000006,3.036,0.0,988002.0,41.285,25.4,4.213,2.38,2705.406,258.03700000000003,6.05,1.7,24.5,1.4,AF,Africa
Dominican Republic,18.7357,-70.1627,5/15/20,11739,424,3557,2020-05-15,,North America,Dominican Republic,2020-05-15,11.32,124,0.42200000000000004,13,1043.52,11.431,38.902,1.198,10847904.0,222.873,27.6,6.981,4.419,14600.861,266.653,8.2,8.5,19.1,1.6,,North America
Ecuador,-1.8312,-78.1834,5/15/20,31467,2594,3433,2020-05-15,SA,South America,Ecuador,2020-05-15,30.502,16,2.338,4,1728.838,0.907,132.517,0.227,17643060.0,66.939,28.1,7.104,4.458,10581.936000000003,140.44799999999998,5.55,2.0,12.3,1.5,SA,South America
Egypt,26.0,30.0,5/15/20,11228,592,2799,2020-05-15,AF,Africa,Egypt,2020-05-15,10.829,398,0.5710000000000001,15,105.82,3.889,5.58,0.147,102334403.0,97.999,25.3,5.159,2.891,10550.206,525.432,17.31,0.2,50.1,1.6,AF,Africa
El Salvador,13.7942,-88.8965,5/15/20,1210,25,417,2020-05-15,,North America,El Salvador,2020-05-15,1.21,98,0.023,3,186.55,15.109000000000002,3.5460000000000003,0.463,6486201.0,307.811,27.6,8.273,5.417000000000002,7292.458,167.295,8.87,2.5,18.8,1.3,,North America
Equatorial Guinea,1.5,10.0,5/15/20,594,7,22,2020-05-15,AF,Africa,Equatorial Guinea,2020-05-15,0.594,72,0.006999999999999999,1,423.383,51.319,4.989,0.713,1402985.0,45.194,22.4,2.846,1.7519999999999998,22604.873,202.812,7.78,1.9,24.7,2.1,AF,Africa
Eritrea,15.1794,39.7823,5/15/20,39,0,39,2020-05-15,AF,Africa,Eritrea,2020-05-15,0.039,0,0.0,0,10.997,0.0,0.0,0.0,3546427.0,44.304,19.3,3.607,2.171,1510.4589999999996,311.11,6.05,0.2,11.4,0.7,AF,Africa
Estonia,58.5953,25.0136,5/15/20,1766,63,923,2020-05-15,EU,Europe,Estonia,2020-05-15,1.758,7,0.062,1,1325.253,5.277,46.738,0.754,1326539.0,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,EU,Europe
Ethiopia,9.145,40.4897,5/15/20,287,5,112,2020-05-15,AF,Africa,Ethiopia,2020-05-15,0.272,9,0.005,0,2.366,0.078,0.043,0.0,114963583.0,104.957,19.8,3.526,2.063,1729.927,182.634,7.47,0.4,8.5,0.3,AF,Africa
Fiji,-17.7134,178.065,5/15/20,18,0,15,2020-05-15,OC,Oceania,Fiji,2020-05-15,0.018000000000000002,0,0.0,0,20.079,0.0,0.0,0.0,896444.0,49.562,28.6,6.224,3.284,8702.975,412.82,14.49,10.2,34.8,2.3,OC,Oceania
Finland,64.0,26.0,5/15/20,6228,293,5000,2020-05-15,EU,Europe,Finland,2020-05-15,6.145,91,0.287,3,1109.062,16.424,51.798,0.541,5540718.0,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,EU,Europe
France,3.9339,-53.1258,5/15/20,189,1,124,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,-17.6797,149.4068,5/15/20,60,0,59,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,16.25,-61.5833,5/15/20,155,13,109,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,-12.8275,45.1662,5/15/20,1210,16,627,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,-20.9043,165.618,5/15/20,18,0,18,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,-21.1351,55.2471,5/15/20,441,0,354,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,17.9,-62.8333,5/15/20,6,0,6,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,18.0708,-63.0501,5/15/20,39,3,30,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,14.6415,-61.0242,5/15/20,192,14,91,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,46.2276,2.2137,5/15/20,177319,27485,59143,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
France,46.8852,-56.3159,5/15/20,1,0,1,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.377000000000002,65273512.0,122.578,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Gabon,-0.8037,11.6094,5/15/20,1209,10,219,2020-05-15,AF,Africa,Gabon,2020-05-15,1.104,100,0.01,1,496.017,44.929,4.493,0.449,2225728.0,7.859,23.1,4.45,2.9760000000000004,16562.413,259.967,7.2,1.9,24.7,6.3,AF,Africa
Gambia,13.4432,-15.3101,5/15/20,23,1,10,2020-05-15,AF,Africa,Gambia,2020-05-15,0.023,0,0.001,0,9.517,0.0,0.414,0.0,2416664.0,207.566,17.5,2.339,1.4169999999999998,1561.767,331.43,1.91,0.7,31.2,1.1,AF,Africa
Georgia,42.3154,43.3569,5/15/20,671,12,393,2020-05-15,AS,Asia,Georgia,2020-05-15,0.667,20,0.012,1,167.202,5.0139999999999985,3.008,0.251,3989175.0,65.032,38.7,14.864,10.244000000000002,9745.079,496.218,7.11,5.3,55.5,2.6,AS,Asia
Germany,51.0,9.0,5/15/20,175233,7897,151597,2020-05-15,EU,Europe,Germany,2020-05-15,173.15200000000002,913,7.824,101,2066.649,10.897,93.383,1.205,83783945.0,237.016,46.6,21.453000000000007,15.957,45229.245,156.139,8.31,28.2,33.1,8.0,EU,Europe
Ghana,7.9465,-1.0232,5/15/20,5638,28,1460,2020-05-15,AF,Africa,Ghana,2020-05-15,5.53,122,0.024,0,177.968,3.926,0.772,0.0,31072945.0,126.719,21.1,3.385,1.948,4227.63,298.245,4.97,0.3,7.7,0.9,AF,Africa
Greece,39.0742,21.8243,5/15/20,2810,160,1374,2020-05-15,EU,Europe,Greece,2020-05-15,2.77,10,0.156,1,265.757,0.959,14.967,0.096,10423056.0,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52.0,4.21,EU,Europe
Guatemala,15.7835,-90.2308,5/15/20,1643,30,135,2020-05-15,,North America,Guatemala,2020-05-15,1.518,176,0.028999999999999998,0,84.73100000000002,9.824,1.619,0.0,17915567.0,157.834,22.9,4.694,3.016,7423.808000000001,155.898,10.18,1.9,24.7,0.6,,North America
Guinea,9.9456,-9.6966,5/15/20,2473,15,895,2020-05-15,AF,Africa,Guinea,2020-05-15,2.4730000000000003,99,0.013999999999999999,0,188.307,7.5379999999999985,1.0659999999999998,0.0,13132792.0,51.755,19.0,3.135,1.733,1998.926,336.717,2.42,1.9,24.7,0.3,AF,Africa
Guyana,5.0,-58.75,5/15/20,116,10,43,2020-05-15,SA,South America,Guyana,2020-05-15,0.113,0,0.01,0,143.664,0.0,12.714,0.0,786559.0,3.952,26.3,5.305,2.837,7435.047,373.159,11.62,1.9,24.7,1.6,SA,South America
Haiti,18.9712,-72.2852,5/15/20,310,20,29,2020-05-15,,North America,Haiti,2020-05-15,0.273,39,0.02,2,23.942,3.42,1.754,0.175,11402533.0,398.448,24.3,4.8,2.954,1653.1729999999998,430.548,6.65,2.9,23.1,0.7,,North America
Honduras,15.2,-86.2419,5/15/20,2460,134,264,2020-05-15,,North America,Honduras,2020-05-15,2.318,63,0.133,10,234.032,6.3610000000000015,13.428,1.01,9904608.0,82.805,24.9,4.652,2.883,4541.795,240.208,7.21,2.0,24.7,0.7,,North America
Hungary,47.1625,19.5033,5/15/20,3417,442,1287,2020-05-15,EU,Europe,Hungary,2020-05-15,3.417,37,0.442,6,353.714,3.83,45.754,0.621,9660350.0,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,EU,Europe
Iceland,64.9631,-19.0208,5/15/20,1802,10,1782,2020-05-15,EU,Europe,Iceland,2020-05-15,1.8019999999999998,0,0.01,0,5280.585999999998,0.0,29.304,0.0,341250.0,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,EU,Europe
India,21.0,78.0,5/15/20,85784,2753,30258,2020-05-15,AS,Asia,India,2020-05-15,81.97,3967,2.6489999999999996,100,59.398,2.875,1.92,0.07200000000000001,1380004385.0,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,AS,Asia
Indonesia,-0.7893,113.9213,5/15/20,16496,1076,3803,2020-05-15,AS,Asia,Indonesia,2020-05-15,16.006,568,1.043,15,58.518,2.077,3.813,0.055,273523621.0,145.725,29.3,5.319,3.053,11188.744,342.8640000000001,6.32,2.8,76.1,1.04,AS,Asia
Indonesia,-0.7893,113.9213,5/15/20,16496,1076,3803,2020-05-15,AS,Asia,Indonesia,2020-05-15,0.024,0,0.0,0,18.203,0.0,0.0,0.0,1318442.0,87.176,18.0,3.556,1.897,6570.102,335.346,6.86,6.3,78.1,5.9,AS,Asia
Iran,32.0,53.0,5/15/20,116635,6902,91836,2020-05-15,AS,Asia,Iran,2020-05-15,114.53299999999999,1808,6.854,71,1363.602,21.526,81.602,0.845,83992953.0,49.831,32.4,5.44,3.182,19082.62,270.308,9.59,0.8,21.1,1.5,AS,Asia
Iraq,33.0,44.0,5/15/20,3193,117,2089,2020-05-15,AS,Asia,Iraq,2020-05-15,3.1430000000000002,111,0.115,0,78.14,2.76,2.859,0.0,40222503.0,88.125,20.0,3.1860000000000004,1.957,15663.986,218.612,8.83,1.9,24.7,1.4,AS,Asia
Ireland,53.1424,-7.6921,5/15/20,23956,1518,19470,2020-05-15,EU,Europe,Ireland,2020-05-15,23.826999999999998,426,1.506,9,4825.432,86.273,304.994,1.823,4937796.0,69.874,38.7,13.928,8.677999999999999,67335.293,126.459,3.28,23.0,25.7,2.96,EU,Europe
Israel,31.0,35.0,5/15/20,16589,266,12587,2020-05-15,AS,Asia,Israel,2020-05-15,16.579,31,0.265,1,1915.42,3.582,30.616,0.116,8655541.0,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,AS,Asia
Italy,43.0,12.0,5/15/20,223885,31610,120205,2020-05-15,EU,Europe,Italy,2020-05-15,223.09599999999998,992,31.368000000000002,262,3689.865,16.407,518.807,4.333,60461828.0,205.859,47.9,23.021,16.24,35220.084,113.151,4.78,19.8,27.8,3.18,EU,Europe
Jamaica,18.1096,-77.2975,5/15/20,511,9,121,2020-05-15,,North America,Jamaica,2020-05-15,0.509,0,0.009000000000000001,0,171.892,0.0,3.039,0.0,2961161.0,266.879,31.4,9.684,6.39,8193.571,206.537,11.28,5.3,28.6,1.7,,North America
Japan,36.0,138.0,5/15/20,16203,713,10338,2020-05-15,AS,Asia,Japan,2020-05-15,16.192999999999998,114,0.71,23,128.032,0.901,5.614,0.182,126476458.0,347.778,48.2,27.049,18.493,39002.223,79.37,5.72,11.2,33.7,13.05,AS,Asia
Jordan,31.24,36.51,5/15/20,596,9,401,2020-05-15,AS,Asia,Jordan,2020-05-15,0.586,4,0.009000000000000001,0,57.433,0.392,0.882,0.0,10203140.0,109.285,23.2,3.81,2.361,8337.49,208.257,11.75,1.9,24.7,1.4,AS,Asia
Kazakhstan,48.0196,66.9237,5/15/20,5689,34,2707,2020-05-15,AS,Asia,Kazakhstan,2020-05-15,5.571000000000001,0,0.032,0,296.697,0.0,1.704,0.0,18776707.0,6.681,30.6,6.9910000000000005,4.625,24055.588,466.792,7.11,7.0,43.1,6.7,AS,Asia
Kenya,-0.0236,37.9062,5/15/20,781,45,284,2020-05-15,AF,Africa,Kenya,2020-05-15,0.758,21,0.042,2,14.097,0.391,0.7809999999999999,0.037000000000000005,53771300.0,87.324,20.0,2.6860000000000004,1.528,2993.028,218.637,2.92,1.2,20.4,1.4,AF,Africa
South Korea,36.0,128.0,5/15/20,11037,262,9851,2020-05-15,AS,Asia,South Korea,2020-05-15,11.017999999999999,27,0.26,0,214.905,0.527,5.0710000000000015,0.0,51269183.0,527.967,43.4,13.914,8.622,35938.374,85.99799999999998,6.8,6.2,40.9,12.27,AS,Asia
Kuwait,29.5,47.75,5/15/20,12860,96,3640,2020-05-15,AS,Asia,Kuwait,2020-05-15,11.975,947,0.08800000000000001,6,2804.08,221.751,20.606,1.405,4270563.0,232.128,33.7,2.345,1.114,65530.537,132.235,15.84,2.7,37.0,2.0,AS,Asia
Kyrgyzstan,41.2044,74.7661,5/15/20,1111,14,745,2020-05-15,AS,Asia,Kyrgyzstan,2020-05-15,1.111,29,0.013999999999999999,2,170.28900000000004,4.445,2.146,0.307,6524191.0,32.333,26.3,4.489,2.882,3393.474,436.362,7.11,3.6,50.5,4.5,AS,Asia
Latvia,56.8796,24.6032,5/15/20,970,19,662,2020-05-15,EU,Europe,Latvia,2020-05-15,0.9620000000000001,11,0.019,0,510.02,5.832000000000002,10.073,0.0,1886202.0,31.212,43.9,19.754,14.136,25063.846,350.06,4.91,25.6,51.0,5.57,EU,Europe
Lebanon,33.8547,35.8623,5/15/20,891,26,246,2020-05-15,AS,Asia,Lebanon,2020-05-15,0.8859999999999999,8,0.026000000000000002,0,129.808,1.172,3.809,0.0,6825442.0,594.561,31.1,8.514,5.43,13367.565,266.591,12.71,26.9,40.7,2.9,AS,Asia
Liberia,6.4281,-9.4295,5/15/20,219,20,108,2020-05-15,AF,Africa,Liberia,2020-05-15,0.215,2,0.02,0,42.51,0.395,3.954,0.0,5057677.0,49.127,19.2,3.057,1.756,752.788,272.509,2.42,1.5,18.1,0.8,AF,Africa
Liechtenstein,47.14,9.55,5/15/20,82,1,55,2020-05-15,EU,Europe,Liechtenstein,2020-05-15,0.083,0,0.001,0,2176.364,0.0,26.221,0.0,38137.0,237.012,32.4,6.933,1.726,661.24,79.37,7.77,1.9,24.7,2.397,EU,Europe
Lithuania,55.1694,23.8813,5/15/20,1523,54,965,2020-05-15,EU,Europe,Lithuania,2020-05-15,1.511,6,0.054000000000000006,0,555.047,2.204,19.836,0.0,2722291.0,45.135,43.5,19.002,13.778,29524.265,342.9890000000001,3.67,21.3,38.0,6.56,EU,Europe
Luxembourg,49.8153,6.1296,5/15/20,3923,104,3682,2020-05-15,EU,Europe,Luxembourg,2020-05-15,3.915,11,0.10300000000000001,0,6254.233,17.573,164.543,0.0,625976.0,231.447,39.7,14.312,9.842,94277.965,128.275,4.42,20.9,26.0,4.51,EU,Europe
Madagascar,-18.7669,46.8691,5/15/20,238,0,112,2020-05-15,AF,Africa,Madagascar,2020-05-15,0.23,18,0.0,0,8.306000000000001,0.65,0.0,0.0,27691019.0,43.951,19.6,2.929,1.686,1416.44,405.994,3.94,1.9,24.7,0.2,AF,Africa
Malaysia,2.5,112.5,5/15/20,6855,112,5439,2020-05-15,AS,Asia,Malaysia,2020-05-15,6.819,40,0.11199999999999999,1,210.68400000000003,1.236,3.46,0.031,32365998.0,96.254,29.9,6.292999999999998,3.407,26808.164,260.942,16.74,1.0,42.4,1.9,AS,Asia
Maldives,3.2028,73.2207,5/15/20,1031,4,49,2020-05-15,AS,Asia,Maldives,2020-05-15,0.982,27,0.004,0,1816.695,49.95,7.4,0.0,540542.0,1454.433,30.6,4.12,2.875,15183.616000000002,164.905,9.19,2.1,55.0,0.7,AS,Asia
Malta,35.9375,14.3754,5/15/20,532,6,458,2020-05-15,EU,Europe,Malta,2020-05-15,0.522,14,0.006,0,1182.229,31.707,13.589,0.0,441539.0,1454.037,42.4,19.426,11.324000000000002,36513.323,168.71099999999996,8.83,20.9,30.2,4.485,EU,Europe
Mauritania,21.0079,10.9408,5/15/20,29,3,7,2020-05-15,AF,Africa,Mauritania,2020-05-15,0.016,7,0.002,0,3.4410000000000003,1.505,0.43,0.0,4649660.0,4.289,20.3,3.138,1.7919999999999998,3597.633,232.347,2.42,1.9,24.7,0.7,AF,Africa
Mauritius,-20.2,57.5,5/15/20,332,10,322,2020-05-15,AF,Africa,Mauritius,2020-05-15,0.332,0,0.01,0,261.05400000000003,0.0,7.862999999999999,0.0,1271767.0,622.962,37.4,10.945,5.884,20292.745,224.644,22.02,3.2,40.7,3.4,AF,Africa
Mexico,23.6345,-102.5528,5/15/20,45032,4767,30451,2020-05-15,,North America,Mexico,2020-05-15,42.595,2409,4.477,257,330.366,18.684,34.724000000000004,1.993,128932753.0,66.444,29.3,6.857,4.3210000000000015,17336.468999999994,152.783,13.06,6.9,21.4,1.38,,North America
Moldova,47.4116,28.3699,5/15/20,5745,202,2228,2020-05-15,EU,Europe,Moldova,2020-05-15,5.553,147,0.19399999999999998,9,1376.562,36.441,48.092,2.231,4033963.0,123.655,37.6,10.864,6.955,5189.972,408.502,5.72,5.9,44.6,5.8,EU,Europe
Monaco,43.7333,7.4167,5/15/20,96,4,87,2020-05-15,EU,Europe,Monaco,2020-05-15,0.096,0,0.004,0,2446.234,0.0,101.926,0.0,39244.0,19347.5,32.4,6.933,1.726,661.24,79.37,5.46,1.9,24.7,13.8,EU,Europe
Mongolia,46.8625,103.8467,5/15/20,98,0,20,2020-05-15,AS,Asia,Mongolia,2020-05-15,0.061,0,0.0,0,18.607,0.0,0.0,0.0,3278292.0,1.98,28.6,4.0310000000000015,2.421,11840.846,460.043,4.82,5.5,46.5,7.0,AS,Asia
Montenegro,42.5,19.3,5/15/20,324,9,311,2020-05-15,EU,Europe,Montenegro,2020-05-15,0.324,0,0.009000000000000001,0,515.873,0.0,14.33,0.0,628062.0,46.28,39.1,14.762,9.395,16409.288,387.305,10.08,44.0,47.9,3.861,EU,Europe
Morocco,31.7917,-7.0926,5/15/20,6652,190,3400,2020-05-15,AF,Africa,Morocco,2020-05-15,6.607,95,0.19,2,179.0,2.574,5.148,0.054000000000000006,36910558.0,80.08,29.6,6.769,4.209,7485.013000000001,419.146,7.14,0.8,47.1,1.1,AF,Africa
Namibia,-22.9576,18.4904,5/15/20,16,0,13,2020-05-15,AF,Africa,Namibia,2020-05-15,0.016,0,0.0,0,6.2970000000000015,0.0,0.0,0.0,2540916.0,3.0780000000000003,22.0,3.552,2.085,9541.808,243.811,3.94,9.7,34.2,0.7,AF,Africa
Nepal,28.1667,84.25,5/15/20,267,0,36,2020-05-15,AS,Asia,Nepal,2020-05-15,0.258,39,0.0,0,8.855,1.339,0.0,0.0,29136808.0,204.43,25.0,5.809,3.212,2442.804,260.797,7.26,9.5,37.8,0.3,AS,Asia
Netherlands,12.5186,-70.0358,5/15/20,101,3,93,2020-05-15,EU,Europe,Netherlands,2020-05-15,43.481,270,5.59,28,2537.574,15.757,326.235,1.634,17134873.0,508.544,43.2,18.779,11.880999999999998,48472.545,109.361,5.29,24.4,27.3,3.32,EU,Europe
Netherlands,12.1696,-68.99,5/15/20,16,1,14,2020-05-15,EU,Europe,Netherlands,2020-05-15,43.481,270,5.59,28,2537.574,15.757,326.235,1.634,17134873.0,508.544,43.2,18.779,11.880999999999998,48472.545,109.361,5.29,24.4,27.3,3.32,EU,Europe
Netherlands,18.0425,-63.0548,5/15/20,76,15,46,2020-05-15,EU,Europe,Netherlands,2020-05-15,43.481,270,5.59,28,2537.574,15.757,326.235,1.634,17134873.0,508.544,43.2,18.779,11.880999999999998,48472.545,109.361,5.29,24.4,27.3,3.32,EU,Europe
Netherlands,52.1326,5.2913,5/15/20,43681,5643,0,2020-05-15,EU,Europe,Netherlands,2020-05-15,43.481,270,5.59,28,2537.574,15.757,326.235,1.634,17134873.0,508.544,43.2,18.779,11.880999999999998,48472.545,109.361,5.29,24.4,27.3,3.32,EU,Europe
New Zealand,-40.9006,174.886,5/15/20,1498,21,1428,2020-05-15,OC,Oceania,New Zealand,2020-05-15,1.148,1,0.021,0,238.064,0.207,4.355,0.0,4822233.0,18.206,37.9,15.322,9.72,36085.843,128.797,8.08,14.8,17.2,2.61,OC,Oceania
Nicaragua,12.8654,-85.2072,5/15/20,25,8,7,2020-05-15,,North America,Nicaragua,2020-05-15,0.025,0,0.008,0,3.774,0.0,1.208,0.0,6624554.0,51.667,27.3,5.445,3.519,5321.444,137.016,11.47,1.9,24.7,0.9,,North America
Niger,17.6078,8.0817,5/15/20,885,51,684,2020-05-15,AF,Africa,Niger,2020-05-15,0.8759999999999999,16,0.05,1,36.188,0.6609999999999999,2.066,0.041,24206636.0,16.955,15.1,2.553,1.378,926.0,238.33900000000003,2.42,0.1,15.4,0.3,AF,Africa
Nigeria,9.082,8.6753,5/15/20,5450,171,1320,2020-05-15,AF,Africa,Nigeria,2020-05-15,5.162000000000001,191,0.16699999999999998,3,25.041,0.927,0.81,0.015,206139587.0,209.588,18.1,2.7510000000000003,1.4469999999999998,5338.4540000000015,181.013,2.42,0.6,10.8,0.7,AF,Africa
Norway,60.472,8.4689,5/15/20,8219,232,32,2020-05-15,EU,Europe,Norway,2020-05-15,8.175,17,0.23199999999999998,3,1507.957,3.136,42.795,0.5529999999999999,5421242.0,14.462,39.7,16.820999999999998,10.813,64800.057,114.316,5.31,19.6,20.7,3.6,EU,Europe
Oman,21.0,57.0,5/15/20,4625,20,1350,2020-05-15,AS,Asia,Oman,2020-05-15,4.341,322,0.019,2,850.073,63.055,3.721,0.392,5106622.0,14.98,30.7,2.355,1.53,37960.709,266.342,12.61,0.5,15.6,1.6,AS,Asia
Pakistan,30.3753,69.3451,5/15/20,38799,834,10880,2020-05-15,AS,Asia,Pakistan,2020-05-15,37.218,1430,0.8029999999999999,33,168.489,6.474,3.635,0.149,220892331.0,255.573,23.5,4.495,2.78,5034.708,423.031,8.35,2.8,36.7,0.6,AS,Asia
Panama,8.538,-80.7821,5/15/20,9268,266,6080,2020-05-15,,North America,Panama,2020-05-15,9.118,174,0.26,4,2113.207000000001,40.327,60.258,0.927,4314768.0,55.133,29.7,7.917999999999998,5.03,22267.037,128.346,8.33,2.4,9.9,2.3,,North America
Papua New Guinea,-6.315,143.9555,5/15/20,8,0,8,2020-05-15,OC,Oceania,Papua New Guinea,2020-05-15,0.008,0,0.0,0,0.894,0.0,0.0,0.0,8947027.0,18.22,22.6,3.808,2.142,3823.194,561.494,17.65,23.5,48.8,0.7,OC,Oceania
Paraguay,-23.4425,-58.4438,5/15/20,759,11,193,2020-05-15,SA,South America,Paraguay,2020-05-15,0.754,14,0.011000000000000001,0,105.713,1.963,1.5419999999999998,0.0,7132530.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,199.128,8.27,5.0,21.6,1.3,SA,South America
Peru,-9.19,-75.0152,5/15/20,84495,2392,27147,2020-05-15,SA,South America,Peru,2020-05-15,80.604,4298,2.267,98,2444.631,130.35399999999998,68.756,2.972,32971846.0,25.129,29.1,7.151,4.455,12236.706,85.755,5.95,4.8,24.7,1.6,SA,South America
Philippines,13.0,122.0,5/15/20,12091,806,2460,2020-05-15,AS,Asia,Philippines,2020-05-15,11.876,258,0.79,18,108.376,2.354,7.209,0.16399999999999998,109581085.0,351.8730000000001,25.2,4.803,2.661,7599.188,370.437,7.07,7.8,40.8,1.0,AS,Asia
Poland,51.9194,19.1451,5/15/20,18016,907,6918,2020-05-15,EU,Europe,Poland,2020-05-15,17.615,411,0.883,22,465.431,10.86,23.331,0.581,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,EU,Europe
Portugal,39.3999,-8.2245,5/15/20,28583,1190,3328,2020-05-15,EU,Europe,Portugal,2020-05-15,28.319000000000003,187,1.1840000000000002,9,2777.269,18.339,116.116,0.883,10196707.0,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30.0,3.39,EU,Europe
Qatar,25.3548,51.1839,5/15/20,29425,14,3546,2020-05-15,AS,Asia,Qatar,2020-05-15,28.272,1733,0.013999999999999999,0,9813.055,601.515,4.859,0.0,2881060.0,227.322,31.9,1.307,0.617,116935.6,176.69,16.52,0.8,26.9,1.2,AS,Asia
Romania,45.9432,24.9668,5/15/20,16437,1070,9370,2020-05-15,EU,Europe,Romania,2020-05-15,16.247,245,1.046,30,844.54,12.735,54.372,1.5590000000000002,19237682.0,85.12899999999998,43.0,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,EU,Europe
Russia,60.0,90.0,5/15/20,262843,2418,58226,2020-05-15,EU,Europe,Russia,2020-05-15,252.245,9974,2.305,93,1728.481,68.346,15.795,0.637,145934460.0,8.823,39.6,14.178,9.393,24765.954,431.297,6.18,23.4,58.3,8.05,EU,Europe
Rwanda,-1.9403,29.8739,5/15/20,287,0,177,2020-05-15,AF,Africa,Rwanda,2020-05-15,0.287,0,0.0,0,22.158,0.0,0.0,0.0,12952209.0,494.869,20.3,2.974,1.642,1854.211,191.375,4.28,4.7,21.0,0.7,AF,Africa
Saint Lucia,13.9094,-60.9789,5/15/20,18,0,18,2020-05-15,,North America,Saint Lucia,2020-05-15,0.018000000000000002,0,0.0,0,98.024,0.0,0.0,0.0,183629.0,293.187,34.9,9.721,6.405,12951.839,204.62,11.62,1.9,24.7,1.3,,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,5/15/20,17,0,14,2020-05-15,,North America,Saint Vincent and the Grenadines,2020-05-15,0.017,0,0.0,0,153.226,0.0,0.0,0.0,110947.0,281.7870000000001,31.8,7.724,4.832,10727.146,252.675,11.62,1.9,24.7,2.6,,North America
San Marino,43.9424,12.4578,5/15/20,652,41,189,2020-05-15,EU,Europe,San Marino,2020-05-15,0.648,5,0.040999999999999995,0,19093.641,147.327,1208.085,0.0,33938.0,556.6669999999998,32.4,6.933,1.726,56861.47,79.37,5.64,1.9,24.7,3.8,EU,Europe
Saudi Arabia,24.0,45.0,5/15/20,49176,292,21869,2020-05-15,AS,Asia,Saudi Arabia,2020-05-15,46.869,2039,0.28300000000000003,10,1346.274,58.569,8.129,0.287,34813867.0,15.322,31.9,3.295,1.845,49045.41099999999,259.538,17.72,1.8,25.4,2.7,AS,Asia
